medicinalproduct,activesubstancename,rancount,activesubstancecount,source
CARDIOASPIRIN - 100 MG COMPRESSE GASTRORESISTENTI - 4PHARMA S.R.L.,ASPIRIN,1.007,83967,faers
CARDIOASPIRIN 100 MG COMPRESSE GASTRORESISTENTI,ASPIRIN,2.007,83967,faers
CARDIOASPIRIN 100 MG - COMPRESSE GASTRORESISTENTI,ASPIRIN,1.007,83967,faers
CARDIOASPIRIN - 100 MG COMPRESSE GASTRORESISTENTI,ASPIRIN,34.007,83967,faers
CARDIOASPIRIN 100 MG,ASPIRIN,2.007,83967,faers
CARDIOASPIRIN,ASPIRIN,45.007,83967,faers
CARDIASPIRIN,ASPIRIN,2.007,83967,faers
CARDIASK,ASPIRIN,4.007,83967,faers
CAPRIN,ASPIRIN,2.007,83967,faers
BUFFERIN A,ASPIRIN,2.007,83967,faers
BUFFERIN,ASPIRIN,38.007,83967,faers
BUFFERED ASPIRIN,ASPIRIN,11.007,83967,faers
BLINDED *ASPIRIN,ASPIRIN,19.007,83967,faers
BLINDED ASPIRIN,ASPIRIN,7.007,83967,faers
BAYER WOMEN^S LOW STRENGTH ASPIRIN REGIMEN,ASPIRIN,3.007,83967,faers
BAYER PLUS,ASPIRIN,1.007,83967,faers
BAYER LOW DOSE,ASPIRIN,40.007,83967,faers
BAYER GENUINE ASPIRIN,ASPIRIN,41.007,83967,faers
BAYER EXTRA STRENGTH ASPIRIN,ASPIRIN,11.007,83967,faers
BAYER CHEWABLE LOW DOSE BABY ASPIRIN TABLET ORANGE,ASPIRIN,2.007,83967,faers
BAYER CHEWABLE LOW DOSE ASPIRIN ORANGE FLAVORED,ASPIRIN,12.007,83967,faers
BAYER ASPIRIN REGIMEN REGULAR 325 MG STRENGTH,ASPIRIN,32.007,83967,faers
BAYER ASPIRIN REGIMEN CHEWABLE LOW DOSE ASPIRIN ORANGE,ASPIRIN,12.007,83967,faers
BAYER ASPIRIN QUICK RELEASE CRYSTALS,ASPIRIN,3.007,83967,faers
BAYER ASPIRIN CARDIO,ASPIRIN,1.007,83967,faers
BAYER ASPIRIN 81 MG,ASPIRIN,2.007,83967,faers
BAYER ASPIRIN,ASPIRIN,39.007,83967,faers
BAYER ADVANCED ASPIRIN REGULAR STRENGTH,ASPIRIN,4.007,83967,faers
BAYER ADVANCED ASPIRIN EXTRA STRENGTH,ASPIRIN,13.007,83967,faers
BAYER 81MG ENTERIC ASPIRIN,ASPIRIN,1.007,83967,faers
BAYER,ASPIRIN,20.007,83967,faers
BAYASPIRIN TABLET,ASPIRIN,1.007,83967,faers
BAYASPIRIN (NON AZ PRODUCT),ASPIRIN,2.007,83967,faers
BAYASPIRIN (ASPIRIN),ASPIRIN,2.007,83967,faers
BAYASPIRIN (ACETYLSALICYLIC ACID) (ACETYLSALICYLIC ACID),ASPIRIN,17.007,83967,faers
BAYASPIRINA,ASPIRIN,1.007,83967,faers
BAYASPIRIN 100MG,ASPIRIN,1.007,83967,faers
BAYASPIRIN,ASPIRIN,44.007,83967,faers
BAYASIPIRIN,ASPIRIN,3.007,83967,faers
BABY ASPRIN,ASPIRIN,19.007,83967,faers
BABY ASPIRIN (ACETYLSALICYLIC ACID),ASPIRIN,31.007,83967,faers
BABY  ASPIRIN,ASPIRIN,3.007,83967,faers
BABY ASPIRIN,ASPIRIN,45.007,83967,faers
BABY ASA,ASPIRIN,38.007,83967,faers
A YELLOW PILL ASPIRIN A BLOOD THINNER 81 MG,ASPIRIN,1.007,83967,faers
ASS RATIOPHARM,ASPIRIN,4.007,83967,faers
ASS ^HEXAL^,ASPIRIN,2.007,83967,faers
ASS (ASS) (NOT SPECIFIED),ASPIRIN,1.007,83967,faers
ASS (ACETYLSALICYLIC ACID),ASPIRIN,1.007,83967,faers
ASS 100MG,ASPIRIN,1.007,83967,faers
ASS 100,ASPIRIN,36.007,83967,faers
ASPRIN,ASPIRIN,42.007,83967,faers
ASPIRN 500,ASPIRIN,1.007,83967,faers
ASPIRN,ASPIRIN,10.007,83967,faers
ASPIR LOW,ASPIRIN,22.007,83967,faers
ASPIRIN USA,ASPIRIN,1.007,83967,faers
ASPIRIN (UNKNOWN),ASPIRIN,15.007,83967,faers
ASPIRIN PROTECT 100 ENTERIC COATED TABLET,ASPIRIN,1.007,83967,faers
ASPIRIN PROTECT 100,ASPIRIN,3.007,83967,faers
ASPIRIN PROTECT,ASPIRIN,42.007,83967,faers
ASPIRIN POWDER ^HOEI^,ASPIRIN,1.007,83967,faers
ASPIRIN (NOS),ASPIRIN,1.007,83967,faers
ASPIRIN (NON-AZ STUDY),ASPIRIN,1.007,83967,faers
ASPIRIN(NON-AZ PRODUCT),ASPIRIN,1.007,83967,faers
ASPIRIN NON-AZ PRODUCT,ASPIRIN,1.007,83967,faers
ASPIRIN (NON-AZ-PRODUCT),ASPIRIN,1.007,83967,faers
ASPIRIN (NON-AZ PRODUCT),ASPIRIN,9.007,83967,faers
ASPIRIN (NON AZ PRODUCT),ASPIRIN,6.007,83967,faers
ASPIRIN (NON-AZ DRUG),ASPIRIN,2.007,83967,faers
ASPIRIN (NON- AZ DRUG),ASPIRIN,1.007,83967,faers
ASPIRIN (NON AZ DRUG),ASPIRIN,1.007,83967,faers
ASPIRIN N,ASPIRIN,3.007,83967,faers
ASPIRIN MIGRANE,ASPIRIN,1.007,83967,faers
ASPIRIN LOW STRENGTH,ASPIRIN,2.007,83967,faers
ASPIRIN LOW DOSE,ASPIRIN,33.007,83967,faers
ASPIRIN KAUTABLETTEN,ASPIRIN,1.007,83967,faers
ASPIRIN (GENERIC),ASPIRIN,1.007,83967,faers
ASPIRING,ASPIRIN,6.007,83967,faers
ASPIRINETTA COMPRESSE,ASPIRIN,2.007,83967,faers
ASPIRINETTA,ASPIRIN,15.007,83967,faers
ASPIRINETAS,ASPIRIN,11.007,83967,faers
ASPIRINE PROTECT 100 MG COMPRIM? GASTRO-R?SISTANT,ASPIRIN,2.007,83967,faers
ASPIRINE PROTECT,ASPIRIN,12.007,83967,faers
ASPIRIN ENTERIC COATED K.P.,ASPIRIN,13.007,83967,faers
ASPIRIN ENTERIC COATED,ASPIRIN,22.007,83967,faers
ASPIRIN (ENTERIC COATED),ASPIRIN,1.007,83967,faers
ASPIRIN ENTERIC,ASPIRIN,3.007,83967,faers
ASPIRIN EC LOW STRENGTH,ASPIRIN,3.007,83967,faers
ASPIRINE CARDIO,ASPIRIN,1.007,83967,faers
ASPIRIN (E.C.) [ACETYLSALICYLIC ACID],ASPIRIN,11.007,83967,faers
ASPIRIN E.C,ASPIRIN,18.007,83967,faers
ASPIRIN (E.C.),ASPIRIN,8.007,83967,faers
ASPIRIN EC,ASPIRIN,41.007,83967,faers
ASPIRINE (ASPIRINE),ASPIRIN,1.007,83967,faers
ASPIRINE 500 MG NICHOLAS,ASPIRIN,1.007,83967,faers
ASPIRINE,ASPIRIN,43.007,83967,faers
ASPIRIN DISPERSIBLE 75MG,ASPIRIN,1.007,83967,faers
ASPIRIN CHILDREN,ASPIRIN,1.007,83967,faers
ASPIRIN CHEWABLE,ASPIRIN,4.007,83967,faers
ASPIRIN CARDIO (NON AZ PRODUCT),ASPIRIN,1.007,83967,faers
ASPIRIN CARDIO (NON AZ DRUG),ASPIRIN,1.007,83967,faers
ASPIRIN CARDIO (ACETYLSALICYLIC ACID),ASPIRIN,7.007,83967,faers
ASPIRIN CARDIO 100 MG FILMTABLETTEN,ASPIRIN,1.007,83967,faers
ASPIRIN CARDIO 100 MG,ASPIRIN,5.007,83967,faers
ASPIRIN CARDIO 100MG,ASPIRIN,1.007,83967,faers
ASPIRIN CARDIO 100 FILM TABLETS,ASPIRIN,1.007,83967,faers
ASPIRIN CARDIO 100,ASPIRIN,5.007,83967,faers
ASPIRIN CARDIO,ASPIRIN,42.007,83967,faers
ASPIRIN BUFFERED,ASPIRIN,12.007,83967,faers
ASPIRIN BLINDED,ASPIRIN,3.007,83967,faers
ASPIRIN (BAYER) (NON AZ PRODUCT),ASPIRIN,2.007,83967,faers
ASPIRIN ^BAYER^ (JP ASPIRIN),ASPIRIN,2.007,83967,faers
ASPIRIN ^BAYER^,ASPIRIN,33.007,83967,faers
ASPIRIN BAYER,ASPIRIN,20.007,83967,faers
ASPIRIN (BABY),ASPIRIN,22.007,83967,faers
ASPIRIN BABY,ASPIRIN,2.007,83967,faers
ASPIRIN (ASPIRIN) (ASPIRIN),ASPIRIN,7.007,83967,faers
ASPIRIN (ASPIRIN),ASPIRIN,20.007,83967,faers
ASPIRIN  (ASPIRIN),ASPIRIN,1.007,83967,faers
ASPIRIN ASPIRIN,ASPIRIN,1.007,83967,faers
ASPIRINA PROTECT 100 MG,ASPIRIN,1.007,83967,faers
ASPIRINA PROTECT,ASPIRIN,4.007,83967,faers
ASPIRINA PREVENT,ASPIRIN,37.007,83967,faers
ASPIRIN ADULT LOW STRENGTH,ASPIRIN,31.007,83967,faers
ASPIRIN ADULT  LOW STRENGTH,ASPIRIN,1.007,83967,faers
ASPIRIN ADULT LOW DOSE,ASPIRIN,6.007,83967,faers
ASPIRIN (ADULT),ASPIRIN,1.007,83967,faers
ASPIRINA DOLORE E INFIAMMAZIONE 500 MG,ASPIRIN,2.007,83967,faers
ASPIRIN (ACETYLSALICYLIC ACID) UNSPECIFIED,ASPIRIN,1.007,83967,faers
ASPIRIN (ACETYLSALICYLIC ACID) UNKNOWN 325MG,ASPIRIN,4.007,83967,faers
ASPIRIN (ACETYLSALICYLIC ACID) TABLET,ASPIRIN,3.007,83967,faers
ASPIRIN (ACETYLSALICYLIC ACID) (ACETYLSALICYLIC ACID),ASPIRIN,12.007,83967,faers
ASPIRIN (ACETYLSALICYLIC  ACID) (ACETYLSALICYLIC  ACID),ASPIRIN,1.007,83967,faers
ASPIRIN(ACETYLSALICYLIC ACID),ASPIRIN,10.007,83967,faers
ASPIRIN ACETYLSALICYLIC ACID,ASPIRIN,2.007,83967,faers
ASPIRIN (ACETYLSALICYLIC ACID),ASPIRIN,42.007,83967,faers
ASPIRIN  (ACETYLSALICYLIC ACID),ASPIRIN,2.007,83967,faers
ASPIRIN (ACETYLSALICYCLIC ACID),ASPIRIN,9.007,83967,faers
ASPIRINA BAYER,ASPIRIN,3.007,83967,faers
ASPIRINA (ACETYLSALICYLIC ACID),ASPIRIN,1.007,83967,faers
ASPIRINA - 500 MG COMPRESSE - BAYER S.P.A.,ASPIRIN,1.007,83967,faers
ASPIRINA,ASPIRIN,40.007,83967,faers
ASPIRIN 81 MG QUICK CHEWS,ASPIRIN,1.007,83967,faers
ASPIRIN 81 MG EC,ASPIRIN,1.007,83967,faers
ASPIRIN 81MG ADULT LOW DOSE,ASPIRIN,1.007,83967,faers
ASPIRIN 81 MG,ASPIRIN,28.007,83967,faers
ASPIRIN 81MG,ASPIRIN,7.007,83967,faers
ASPIRIN 81,ASPIRIN,3.007,83967,faers
ASPIRIN 500 MG COATED TABLETS,ASPIRIN,1.007,83967,faers
ASPIRIN 500,ASPIRIN,1.007,83967,faers
ASPIRIN 325MG COATED 416,ASPIRIN,6.007,83967,faers
ASPIRIN 325 MG,ASPIRIN,6.007,83967,faers
ASPIRIN  325 MG,ASPIRIN,1.007,83967,faers
ASPIRIN 1 DF,ASPIRIN,1.007,83967,faers
ASPIRIN 16028/0026 75 MG,ASPIRIN,6.007,83967,faers
ASPIRIN 16028/0019 300 MG,ASPIRIN,1.007,83967,faers
ASPIRIN 150MG,ASPIRIN,1.007,83967,faers
ASPIRIN 100 TABLETTEN,ASPIRIN,1.007,83967,faers
ASPIRIN 100 MG,ASPIRIN,1.007,83967,faers
ASPIRIN 100MG,ASPIRIN,1.007,83967,faers
ASPIRIN 100,ASPIRIN,3.007,83967,faers
ASPIRIN /00002701/,ASPIRIN,27.007,83967,faers
ASPIRIN                       /00002701/,ASPIRIN,1.007,83967,faers
ASPIRIN                            /00002701/,ASPIRIN,44.007,83967,faers
ASPIRIN.,ASPIRIN,41.007,83967,faers
*ASPIRIN,ASPIRIN,2.007,83967,faers
ASPIR-81,ASPIRIN,31.007,83967,faers
ASPIR,ASPIRIN,8.007,83967,faers
ASPILETS,ASPIRIN,3.007,83967,faers
ASPICOT,ASPIRIN,11.007,83967,faers
ASPENTER,ASPIRIN,7.007,83967,faers
ASP,ASPIRIN,4.007,83967,faers
ASOIRIN PROTECT,ASPIRIN,1.007,83967,faers
ASCRIPTIN REGULAR STRENGTH BUFFERED ASPIRIN,ASPIRIN,2.007,83967,faers
ASCRIPTIN BUFFERED MAX STRENGTH CAPLETS,ASPIRIN,1.007,83967,faers
ASCRIPTIN,ASPIRIN,34.007,83967,faers
ASA-RATIOPHARM,ASPIRIN,2.007,83967,faers
ASAPHEN,ASPIRIN,38.007,83967,faers
ASA (NON-AZ PRODUCT),ASPIRIN,9.007,83967,faers
ASA (NON AZ PRODUCT),ASPIRIN,3.007,83967,faers
ASA INFANTIL,ASPIRIN,3.007,83967,faers
ASAFLOW,ASPIRIN,43.007,83967,faers
ASACTAL,ASPIRIN,2.007,83967,faers
(ASA) ASPIRIN,ASPIRIN,1.007,83967,faers
ASA ARTHRITIS STRENGTH ASPIRIN,ASPIRIN,1.007,83967,faers
ASA 81MG QD X 28 DAYS PO,ASPIRIN,1.007,83967,faers
ASA 81 MG QD X 28 DAYS PO,ASPIRIN,1.007,83967,faers
ASA,ASPIRIN,44.007,83967,faers
APOHEALTH CARDIO ASPIRIN,ASPIRIN,3.007,83967,faers
ANOPYRIN 100 MG,ASPIRIN,2.007,83967,faers
ANOPYRIN,ASPIRIN,32.007,83967,faers
ANDOL,ASPIRIN,4.007,83967,faers
ANALGESIN (ASPIRIN),ASPIRIN,1.007,83967,faers
ALGESAL /00002701/,ASPIRIN,1.007,83967,faers
ADULT LOW STRENGTH ASPIRIN,ASPIRIN,1.007,83967,faers
ADULT LOW DOSE ASPIRIN,ASPIRIN,12.007,83967,faers
ADULT ASPIRINS,ASPIRIN,1.007,83967,faers
ADIRO (NON-AZ PRODUCT),ASPIRIN,1.007,83967,faers
"ADIRO 300MG GATRO-RESISTANT TABLETS, 30 TABLETS",ASPIRIN,1.007,83967,faers
ADIRO 300,ASPIRIN,1.007,83967,faers
"ADIRO 100 MG GATRO-RESISTANT TABLETS, 30 TABLETS",ASPIRIN,1.007,83967,faers
"ADIRO 100 MG GASTRO-RESISTANT TABLETS, 500 TABLETS",ASPIRIN,1.007,83967,faers
"ADIRO 100MG GASTRO-RESISTANT TABLETS, 30 TABLETS",ASPIRIN,3.007,83967,faers
"ADIRO 100MG GASTRO RESISTANT TABLETS, 30 TABLETS",ASPIRIN,1.007,83967,faers
"ADIRO 100 MG GASTRO-RESISTANT TABLETS, 30 TABLETS",ASPIRIN,11.007,83967,faers
ADIRO 100 MG GASTRO-RESISTANT TABLETS 30 TABLETS,ASPIRIN,1.007,83967,faers
"ADIRO 100 MG FILM COATED TABLETS, 30 TABLETS",ASPIRIN,1.007,83967,faers
"ADIRO 100 MG FILM COATED TABLET, 30 TABLETS",ASPIRIN,1.007,83967,faers
"ADIRO 100 MG COMPRIMIDOS RECUBIERTOS , 30 COMPRIMIDOS",ASPIRIN,1.007,83967,faers
"ADIRO 100 MG COMPRIMIDOS GASTRORRESISTENTES EFG , 60 COMPRIMIDOS",ASPIRIN,1.007,83967,faers
"ADIRO 100 MG COMPRIMIDOS GASTRORRESISTENTES EFG , 30 COMPRIMIDOS",ASPIRIN,1.007,83967,faers
"ADIRO 100MG COATED TABLETS, 30 TABLETS",ASPIRIN,3.007,83967,faers
"ADIRO 100MG COATED TABLET, 30 TABLETS",ASPIRIN,1.007,83967,faers
ADIRO 100 MG,ASPIRIN,2.007,83967,faers
ADIRO 100,ASPIRIN,17.007,83967,faers
ADIRO,ASPIRIN,40.007,83967,faers
ACIDO ACETIL SALICILICO,ASPIRIN,4.007,83967,faers
ACIDO ACETILSALICILCO MYLAN,ASPIRIN,1.007,83967,faers
ACETYSALICLIC ACID,ASPIRIN,3.007,83967,faers
ACETYLSALYCYL ACID,ASPIRIN,1.007,83967,faers
ACETYLSALICYLZUUR DISPERTABLET 80MG,ASPIRIN,3.007,83967,faers
ACETYLSALICYLZUUR,ASPIRIN,5.007,83967,faers
ACETYLSALICYLSYRE,ASPIRIN,6.007,83967,faers
ACETYLSALICYLSAEURE,ASPIRIN,13.007,83967,faers
ACETYLSALICYLIC ACID (UNKNOWN),ASPIRIN,22.007,83967,faers
ACETYLSALICYLIC ACID SANDOZ (NGX),ASPIRIN,1.007,83967,faers
ACETYLSALICYLIC ACID OR PLACEBO (CODE NOT BROKEN),ASPIRIN,1.007,83967,faers
ACETYLSALICYLIC ACID (NON-AZ PRODUCT),ASPIRIN,4.007,83967,faers
ACETYLSALICYLIC ACID (NON AZ PRODUCT),ASPIRIN,3.007,83967,faers
ACETYLSALICYLIC ACID (NON-AZ DRUG),ASPIRIN,1.007,83967,faers
ACETYLSALICYLIC ACID ( NON AZ DRUG),ASPIRIN,1.007,83967,faers
ACETYLSALICYLIC ACID ENTERIC COATED,ASPIRIN,4.007,83967,faers
ACETYLSALICYLIC ACID(}100 MG),ASPIRIN,18.007,83967,faers
ACETYLSALICYLIC ACID({=100 MG),ASPIRIN,43.007,83967,faers
ACETYLSALICYLIC ACID (} 100 MG),ASPIRIN,42.007,83967,faers
ACETYLSALICYLIC  ACID,ASPIRIN,7.007,83967,faers
ACETYLSALICYLIC ACID,ASPIRIN,47.007,83967,faers
ACETYLSALICYILIC ACID,ASPIRIN,1.007,83967,faers
ACETYLSALICYCLIC ACID (ACETYLSALICYCLIC ACID),ASPIRIN,2.007,83967,faers
ACETYLSALCYLIC ACID,ASPIRIN,1.007,83967,faers
ACECARDOL,ASPIRIN,2.007,83967,faers
ACARD,ASPIRIN,29.007,83967,faers
AAS PROTECT,ASPIRIN,9.007,83967,faers
AAS INFANTIL,ASPIRIN,20.007,83967,faers
AAS,ASPIRIN,44.007,83967,faers
81 MG LOW DOSE ASPIRIN,ASPIRIN,4.007,83967,faers
PENICALS,PHENOXYMETHYLPENICILLIN CALCIUM,1.031,14,faers
KAVEPENIN,PHENOXYMETHYLPENICILLIN CALCIUM,11.031,14,faers
AMINOSALICYLATE CALCIUM,AMINOSALICYLATE CALCIUM,1.023,1,faers
QUINACRINE,QUINACRINE,13.01,19,faers
MEPACRINE,QUINACRINE,2.01,19,faers
ATABRINE,QUINACRINE,1.01,19,faers
METHYLEPHEDRINE,METHYLEPHEDRINE,1.015,1,faers
RFB002 OR RFB002+ VETERPORFIN PHOTODYNAMIC THERAPY (CODE NOT BROKEN),RANIBIZUMAB\VERTEPORFIN,1.023,1,faers
VIBATIV,TELAVANCIN HYDROCHLORIDE,3.024,3,faers
PROPARACAINE,PROPARACAINE,14.012,75,faers
DIPROGENTA,BETAMETHASONE DIPROPIONATE\GENTAMICIN SULFATE,9.045,12,faers
REFRESH CLASSIC,POLYVINYL ALCOHOL\POVIDONE,5.026,43,faers
REFRESH                            /00880201/,POLYVINYL ALCOHOL\POVIDONE,4.026,43,faers
NATURAL TEARS,POLYVINYL ALCOHOL\POVIDONE,12.026,43,faers
MURINE TEARS FOR DRY EYES,POLYVINYL ALCOHOL\POVIDONE,1.026,43,faers
FRESHKOTE,POLYVINYL ALCOHOL\POVIDONE,6.026,43,faers
ARTIFICIAL TEARS /00880201/,POLYVINYL ALCOHOL\POVIDONE,1.026,43,faers
ARTIFICIAL TEARS                   /00880201/,POLYVINYL ALCOHOL\POVIDONE,2.026,43,faers
BELLADONNA EXTRACT,BELLADONNA LEAF,3.015,4,faers
PRENATAL PLUS IRON,".ALPHA.-TOCOPHEROL ACETATE, DL-\.BETA.-CAROTENE\ASCORBIC ACID\CALCIUM CARBONATE\CHOLECALCIFEROL\CUPRIC OXIDE\CYANOCOBALAMIN\FERROUS FUMARATE\FOLIC ACID\NIACINAMIDE\PYRIDOXINE HYDROCHLORIDE\RIBOFLAVIN\THIAMINE MONONITRATE\VITAMIN A ACETATE\ZINC OXIDE",14.249,42,faers
PRENATAL PLUS,".ALPHA.-TOCOPHEROL ACETATE, DL-\.BETA.-CAROTENE\ASCORBIC ACID\CALCIUM CARBONATE\CHOLECALCIFEROL\CUPRIC OXIDE\CYANOCOBALAMIN\FERROUS FUMARATE\FOLIC ACID\NIACINAMIDE\PYRIDOXINE HYDROCHLORIDE\RIBOFLAVIN\THIAMINE MONONITRATE\VITAMIN A ACETATE\ZINC OXIDE",16.249,42,faers
LUTEINIZING HORMONE-RELEASING HORMONE (GONADORELIN),GONADORELIN,1.011,6,faers
GONADORELIN,GONADORELIN,5.011,6,faers
EPIDERMOPHYTON,EPIDERMOPHYTON FLOCCOSUM,1.024,2,faers
VALPROMIDE,VALPROMIDE,9.01,104,faers
DEPAMIDE (VALPROMIDE),VALPROMIDE,1.01,104,faers
"DEPAMIDE (300 MILLIGRAM, GASTRO-RESISTANT TABLET) (VALPROMIDE)",VALPROMIDE,1.01,104,faers
DEPAMIDE 300MG,VALPROMIDE,2.01,104,faers
DEPAMIDE,VALPROMIDE,37.01,104,faers
PRILAZID,CILAZAPRIL MONOHYDRATE,1.022,1,faers
RINOCLENIL,BECLOMETHASONE,2.014,144,faers
BECLOMETHASONE,BECLOMETHASONE,36.014,144,faers
SODIUM CALCIUM EDETATE,EDETATE CALCIUM DISODIUM,1.024,2,faers
CALCIUM DISODIUM VERSENATE,EDETATE CALCIUM DISODIUM,1.024,2,faers
BUTULBITAL,BUTALBITAL,1.01,222,faers
BUTALBITAL (BUTALBITAL),BUTALBITAL,4.01,222,faers
BUTALBITAL,BUTALBITAL,39.01,222,faers
PIPERIDINE,PIPERIDINE,1.01,1,faers
METHOXYAMINE,METHOXYAMINE,1.012,1,faers
DEFEROXAMINE,DEFEROXAMINE\DEFEROXAMINE MESYLATE,32.034,91,faers
ZYMELIN,XYLOMETAZOLINE HYDROCHLORIDE,1.028,36,faers
XYLOMETAZOLINE HYDROCHLORIDE,XYLOMETAZOLINE HYDROCHLORIDE,4.028,36,faers
XYLOMETAZOLINE HCL,XYLOMETAZOLINE HYDROCHLORIDE,1.028,36,faers
TYZINE XYLO SPRAY 0.1%,XYLOMETAZOLINE HYDROCHLORIDE,1.028,36,faers
OTRIVIN COMPLETE NASAL CARE,XYLOMETAZOLINE HYDROCHLORIDE,1.028,36,faers
OTRIVEN SINUSPRAY,XYLOMETAZOLINE HYDROCHLORIDE,1.028,36,faers
OTRIVEN,XYLOMETAZOLINE HYDROCHLORIDE,10.028,36,faers
OLYNTH,XYLOMETAZOLINE HYDROCHLORIDE,2.028,36,faers
NASENSPRAY NEO SPIRIG,XYLOMETAZOLINE HYDROCHLORIDE,2.028,36,faers
BLINDED XYLOMETAZOLINE HYDROCHLORIDE,XYLOMETAZOLINE HYDROCHLORIDE,1.028,36,faers
4 WAY UNKNOWN,XYLOMETAZOLINE HYDROCHLORIDE,1.028,36,faers
NICKEL SULFATE,NICKEL SULFATE,2.014,2,faers
TRI VITAMIN WITH FL 0.25MG COMPOUNDED,ASCORBIC ACID\ERGOCALCIFEROL\RETINOL\SODIUM FLUORIDE,1.052,1,faers
PROCARBAZINE/PROCARBAZINE HYDROCHLORIDE,PROCARBAZINE HYDROCHLORIDE,2.026,304,faers
PROCARBAZINE HYDROCHLORIDE,PROCARBAZINE HYDROCHLORIDE,7.026,304,faers
PROCARBAZINE HCL,PROCARBAZINE HYDROCHLORIDE,2.026,304,faers
NATULAN (PROCARBAZINE HYDROCHLORIDE) (UNKNOWN),PROCARBAZINE HYDROCHLORIDE,1.026,304,faers
NATULAN - 50 MG CAPSULE RIGIDE,PROCARBAZINE HYDROCHLORIDE,3.026,304,faers
NATULAN,PROCARBAZINE HYDROCHLORIDE,26.026,304,faers
MATULANE,PROCARBAZINE HYDROCHLORIDE,32.026,304,faers
CEDAX,CEFTIBUTEN DIHYDRATE,20.02,38,faers
JUVISYNC,SIMVASTATIN\SITAGLIPTIN PHOSPHATE,4.033,4,faers
INCADRONIC ACID,INCADRONIC ACID,1.015,1,faers
INTERFERON ALPHA 1-A,INTERFERON ALFA-1A,1.018,1,faers
UNIGALEN,ESTRADIOL BENZOATE\HYDROXYPROGESTERONE CAPROATE,1.047,1,faers
DURAFLU,ACETAMINOPHEN\DEXTROMETHORPHAN HYDROBROMIDE\GUAIFENESIN\PSEUDOEPHEDRINE HYDROCHLORIDE,1.085,4,faers
DAYQUIL ^FOX^,ACETAMINOPHEN\DEXTROMETHORPHAN HYDROBROMIDE\GUAIFENESIN\PSEUDOEPHEDRINE HYDROCHLORIDE,3.085,4,faers
VASEXTEN (BARNIDIPINE HYDROCHLORIDE),BARNIDIPINE,1.011,76,faers
VASEXTEN,BARNIDIPINE,26.011,76,faers
BARNIDIPINE HCL,BARNIDIPINE,1.011,76,faers
BARNIDIPINE,BARNIDIPINE,16.011,76,faers
DIORALYTE,CITRIC ACID MONOHYDRATE\DEXTROSE\POTASSIUM CATION\SODIUM CHLORIDE,10.065,12,faers
UNKNOWN (FLUVOXAMINE) UNKNOWN,FLUVOXAMINE,1.011,337,faers
SUVOXAMINE,FLUVOXAMINE,1.011,337,faers
FLUVOXAMINE (UNKNOWN),FLUVOXAMINE,5.011,337,faers
FLUVOXAMINE (NON-SPECIFIC),FLUVOXAMINE,5.011,337,faers
FLUVOXAMINE (FLUVOXAMINE),FLUVOXAMINE,2.011,337,faers
FLUVOXAMINE 150 MG,FLUVOXAMINE,1.011,337,faers
FLUVOXAMINE,FLUVOXAMINE,42.011,337,faers
FLUVOXAMINA,FLUVOXAMINE,2.011,337,faers
FLOXYFRAL,FLUVOXAMINE,11.011,337,faers
DEPROMEL                           /00615201/,FLUVOXAMINE,4.011,337,faers
DEPROMEL,FLUVOXAMINE,16.011,337,faers
TRIUMEQ,ABACAVIR SULFATE\DOLUTEGRAVIR SODIUM\LAMIVUDINE,33.047,367,faers
BLINDED ABACAVIRSULPHATE+DOLUTEGRAVIR+LAMIVUDINE,ABACAVIR SULFATE\DOLUTEGRAVIR SODIUM\LAMIVUDINE,1.047,367,faers
ABACAVIRSULPHATE+DOLUTEGRAVIR+LAMIVUDINE TABLET,ABACAVIR SULFATE\DOLUTEGRAVIR SODIUM\LAMIVUDINE,4.047,367,faers
ABACAVIRSULPHATE+DOLUTEGRAVIR+LAMIVUDINE FILM-COATED TABLET,ABACAVIR SULFATE\DOLUTEGRAVIR SODIUM\LAMIVUDINE,7.047,367,faers
"ABACAVIRSULPHATE+DOLUTEGRAVIR+LAMIVUDINE(ABACAVIR SULPHATE, DOLUTEGRAVIR, LAMIVUDINE) TABLET",ABACAVIR SULFATE\DOLUTEGRAVIR SODIUM\LAMIVUDINE,1.047,367,faers
"ABACAVIRSULPHATE+DOLUTEGRAVIR+LAMIVUDINE (ABACAVIR SULPHATE, DOLUTEGRAVIR, LAMIVUDINE) TABLET",ABACAVIR SULFATE\DOLUTEGRAVIR SODIUM\LAMIVUDINE,4.047,367,faers
"ABACAVIR SULPHATE+DOLUTEGRAVIR+LAMIVUDINE(ABACAVIR SULPHATE, DOLUTEGRAVIR, LAMIVUDINE) TABLET??",ABACAVIR SULFATE\DOLUTEGRAVIR SODIUM\LAMIVUDINE,2.047,367,faers
ABACAVIRSULPHATE+DOLUTEGRAVIR+LAMIVUDINE,ABACAVIR SULFATE\DOLUTEGRAVIR SODIUM\LAMIVUDINE,7.047,367,faers
ABACAVIRSULPHATE DOLUTEGRAVIR LAMIVUDINE,ABACAVIR SULFATE\DOLUTEGRAVIR SODIUM\LAMIVUDINE,1.047,367,faers
ABACAVIR SULFATE W/DOLUTEGRAVIR SODIUM/LAMIVU,ABACAVIR SULFATE\DOLUTEGRAVIR SODIUM\LAMIVUDINE,1.047,367,faers
